1,581.37,513.95,735.86,59.737,34.025,462.55,10283,90.765
2,581.5,514.18,735.18,59.897,34.607,479.2,10285,90.448
3,581.55,514.46,734.49,60.081,35.288,488.71,10288,93.937
4,581.56,514.86,735.04,60.19,36.826,483.32,10280,97.425
5,581.49,515.18,736.41,59.632,35.728,489.03,10279,97.742
6,581.43,515.4,736.28,59.33,35.398,492.2,10282,96.949
7,581.21,515.73,735.45,59.312,36.145,481.1,10281,96.949
8,580.94,516,735.59,59.449,37.463,484.9,10274,97.266
9,580.78,516.08,734.49,59.458,35.574,466.19,10266,101.23
10,580.58,516.39,733.39,59.724,34.871,504.25,10265,105.35
11,580.39,516.81,733.39,59.495,34.102,475.07,10264,105.35
12,580.31,516.9,734.49,58.936,33.728,469.68,10254,105.04
13,579.98,517.16,733.25,59.797,33.267,450.02,10241,105.04
14,579.54,517.47,732.02,60.666,32.937,449.7,10240,105.19
15,579.44,517.67,729.96,60.465,34.277,463.02,10243,105.19
16,579.18,517.89,726.25,60.255,32.168,433.21,10235,105.19
17,578.88,518.06,726.25,59.98,32.014,453.51,10224,105.19
18,578.75,518.2,727.62,59.568,33.289,457,10221,105.67
19,578.64,518.38,727.35,60.071,34.277,467.78,10213,105.51
20,578.61,518.48,726.94,60.09,32.673,438.6,10207,105.51
21,578.64,518.58,728.59,59.714,33.662,443.99,10214,105.83
22,578.75,518.77,729.55,59.852,33.157,442.41,10218,105.83
23,578.87,518.93,729.13,59.879,33.42,463.02,10219,105.67
24,578.92,519.12,727.08,59.714,34.541,465.88,10216,105.19
25,579.17,519.31,726.25,60.017,33.574,457.63,10212,105.51
26,579.49,519.46,727.35,60.447,35.244,468.41,10214,105.83
27,579.71,519.76,725.57,60.41,33.398,465.56,10211,105.83
28,579.86,520.24,724.05,59.888,33.53,466.51,10211,105.67
29,580.02,520.77,725.56,59.165,33.618,462.39,10218,105.67
30,580.32,521.06,723.23,59.229,33.75,457.95,10230,107.57
31,580.63,521.91,721.44,59.531,34.739,457.63,10237,109.48
32,580.91,523.01,719.93,59.403,34.124,456.36,10239,109.63
33,581.02,523.62,716.78,59.403,32.102,437.33,10240,109.48
34,581.39,524.22,716.91,59.888,32.981,448.75,10242,109.48
35,581.88,524.56,718.15,59.421,32.651,443.99,10245,109.32
36,582.15,524.81,719.52,59.193,33.926,456.68,10252,109.16
37,582.41,524.96,722.54,59.467,34.145,480.78,10267,109
38,582.56,524.96,723.5,59.33,33.772,475.07,10275,105.04
39,582.74,524.85,723.37,59.495,35.486,502.35,10281,101.71
40,583.02,524.59,722.96,59.366,35.706,494.74,10288,102.18
41,583.27,524.44,723.92,59.476,35.288,499.81,10289,102.18
42,583.53,524.18,724.74,59.724,35.947,494.42,10291,102.02
43,583.95,523.8,725.02,60.136,37.068,492.52,10292,102.02
44,584.32,523.68,725.7,60.09,38.276,497.59,10291,101.86
45,584.71,523.78,725.84,59.586,35.706,479.51,10288,97.425
46,585.33,524.17,725.84,59.696,35.947,481.73,10285,91.717
47,585.78,524.61,724.88,59.513,35.903,478.56,10287,90.131
48,586.13,525.14,726.8,59.202,35.42,496,10288,90.131
49,586.55,525.94,725.98,59.284,35.837,493.79,10287,90.131
50,586.75,526.58,724.05,59.321,34.277,461.44,10289,89.814
51,586.88,527.28,727.35,59.165,34.123,468.1,10293,89.497
52,586.99,527.93,730.65,59.806,34.08,456.05,10292,89.655
53,587.02,528,731.47,60.419,34.123,477.93,10290,89.814
54,587.01,527.77,725.15,59.714,33.31,457,10290,89.814
55,586.98,527.4,720.07,59.229,37.112,489.35,10289,89.655
56,586.95,527.1,719.93,59.641,35.969,470.32,10290,92.668
57,587.01,526.72,718.29,59.989,37.024,489.03,10289,96.315
58,587.17,526.17,718.01,59.247,34.958,471.27,10286,96.791
59,587.34,525.81,717.46,59.22,35.596,499.49,10285,96.791
60,587.55,525.52,718.15,59.586,38.98,509.96,10287,96.474
61,587.86,525.15,718.7,59.421,34.849,485.22,10288,96.315
62,588.11,524.88,716.78,59.733,35.464,472.22,10287,96.315
63,588.19,524.7,714.99,59.916,35.749,475.71,10286,99.962
64,588.66,524.54,717.74,59.705,35.837,492.52,10289,104.24
65,589.3,524.45,717.87,59.568,38.188,520.42,10290,104.4
66,589.78,524.36,716.36,59.403,37.485,491.25,10286,104.4
67,590.36,524.25,718.29,59.412,34.937,488.39,10286,104.72
68,590.79,524.21,716.23,60.062,36.101,484.9,10283,104.4
69,591.23,524.18,715.4,59.824,35.903,475.71,10277,104.56
70,591.68,524.16,714.99,59.238,35.112,485.22,10266,105.04
71,591.99,524.14,714.03,59.54,36.145,478.56,10249,103.77
72,592.29,524.13,714.17,59.824,34.299,462.07,10241,102.5
73,592.6,524.14,713.34,59.44,34.519,464.61,10243,103.13
74,592.8,524.21,712.79,59.513,34.629,473.81,10242,103.77
75,592.98,524.36,711.14,59.751,34.299,471.27,10240,103.45
76,593.21,524.59,707.57,59.559,34.299,463.66,10236,103.13
77,593.4,524.76,704.97,59.769,34.959,471.59,10237,104.88
78,593.55,524.91,705.79,59.614,35.552,474.12,10243,106.78
79,593.74,525.13,703.59,59.87,35.046,474.76,10244,107.42
80,593.88,525.26,704.55,60.291,34.651,473.17,10243,107.42
81,594.02,525.34,706.48,60.026,33.772,452.87,10229,107.1
82,594.19,525.5,704.42,59.824,35.222,466.51,10213,107.26
83,594.27,525.66,703.18,59.156,36.101,472.85,10213,107.1
84,594.34,525.82,701.53,59.522,34.299,457,10218,107.26
85,594.43,525.97,700.16,59.449,35.53,478.25,10217,107.1
86,594.46,526.05,700.16,58.478,37.837,501.08,10214,107.42
87,594.51,526.04,701.26,59.293,37.683,490.61,10208,107.57
88,594.82,525.95,701.39,59.678,35.464,481.73,10200,107.1
89,595.2,525.84,701.81,58.872,35.969,474.76,10205,107.1
90,595.54,525.62,701.94,58.817,35.266,468.1,10212,107.26
91,595.92,525.16,700.98,59.275,35.793,468.41,10213,107.41
92,596.11,524.62,701.39,59.147,32.981,460.17,10212,103.77
93,596.1,524.03,700.71,59.586,32.542,463.34,10217,98.852
94,596.01,523.44,699.53,59.826,32.871,438.92,10223,97.235
95,595.75,522.65,699.09,59.119,32.915,436.07,10226,96.886
96,595.44,521.94,698.43,59.689,32.366,432.58,10222,97.108
97,595.24,521.45,698.07,59.442,32.366,453.83,10220,97.108
98,594.96,520.53,697.6,60.174,32.388,438.29,10229,94.349
99,594.83,519.94,697.82,60.017,32.454,459.22,10240,88.101
100,594.85,519.5,698.87,60.408,32.432,448.43,10245,88.545
101,594.97,518.88,698.4,60.092,32.673,447.8,10246,88.355
