8001,565.58,512.9,733.25,67.421,42.242,566.25,10211,86.42
8002,566.58,512.71,731.61,67.95,43.846,574.18,10215,91.209
8003,567.5,512.58,734.99,67.678,39.781,529.94,10215,93.968
8004,568.31,512.49,733.69,67.667,41.221,541.51,10221,104.47
8005,568.68,512.5,735.95,67.357,38.738,537.39,10227,103.96
8006,568.86,512.71,734.24,68.062,42.572,542.94,10226,106.75
8007,568.9,513.1,734.19,68.007,41.528,537.71,10226,108.62
8008,568.87,513.41,732.84,67.903,40.682,547.54,10223,103.86
8009,568.95,513.49,733.17,67.551,40.935,538.82,10211,101.86
8010,569.29,514.17,730.98,67.63,39.166,536.12,10208,101.42
8011,569.64,514.64,732.32,68.503,40.924,528.04,10197,101.67
8012,570.09,514.96,730.12,68.154,40.726,549.44,10194,102.09
8013,570.47,515.34,727.57,68.196,41.001,565.62,10195,101.96
8014,570.63,515.56,729.96,67.672,44.022,573.54,10187,101.86
8015,570.68,515.96,731.2,68.694,43.308,552.14,10173,102.09
8016,570.66,516.37,728.12,68.28,41.386,541.83,10179,101.96
8017,570.55,516.58,729.3,67.696,43.198,564.03,10185,102.09
8018,570.31,516.6,728.45,67.624,42.869,565.62,10189,102.18
8019,569.91,516.4,728.59,67.676,39.683,545.8,10193,102.4
8020,569.63,516.25,730.92,67.839,40.507,545,10191,102.5
8021,569.56,515.89,729.44,67.63,41.166,552.93,10182,102.5
8022,568.76,515.46,728.26,67.925,42.539,560.86,10176,102.94
8023,568.22,515.12,726.83,67.639,42.155,540.25,10177,102.47
8024,567.7,514.66,726.44,68.044,39.243,511.7,10174,102.85
8025,567.15,514.19,730.37,68.11,40.342,522.8,10177,107.57
8026,566.77,514.05,729.9,67.989,39.298,522.8,10175,105.04
8027,566.22,513.79,729.96,68.075,38.914,529.15,10178,105.58
8028,565.64,513.63,730.76,68.106,40.562,529.94,10195,106.62
8029,565.27,513.61,726.5,67.306,41.77,522.01,10201,111.51
8030,565.03,513.59,724.22,68.478,40.781,536.28,10214,108.49
8031,564.87,513.5,728.86,69.139,39.133,525.18,10229,106.31
8032,564.81,513.46,730.73,67.965,41.88,551.35,10235,106.31
8033,564.77,513.51,728.92,67.703,43.748,577.51,10241,106.75
8034,564.67,513.72,729.71,68.231,42.978,553.72,10246,106.72
8035,564.61,513.82,728.64,68.258,41.276,533.9,10248,106.62
8036,564.53,514.09,728.67,67.423,41.77,537.07,10243,106.62
8037,564.54,514.35,728.04,67.504,45.011,565.62,10232,107.29
8038,564.55,514.44,729.74,67.885,43.802,572.75,10229,102.47
8039,564.58,514.53,731.22,68.088,42.66,574.18,10224,100.06
8040,564.57,514.55,730.7,68.701,42.847,582.74,10222,93.08
8041,564.52,514.49,729.22,68.2,43.66,579.41,10226,90.353
8042,564.42,514.38,728.34,67.484,42.352,558.32,10234,87.562
8043,564.2,514.19,727.6,67.48,43.407,581.16,10234,86.325
8044,563.98,514.08,727.54,67.654,42.001,558.48,10235,86.769
8045,563.7,514.05,729.93,68.21,40.979,554.83,10242,86.515
8046,563.31,514.08,730.73,68.494,41.089,547.38,10244,86.547
8047,562.99,514.1,730.51,68.22,40.924,541.36,10248,89.972
8048,562.65,514.25,728.72,67.945,40.88,546.43,10252,90.448
8049,562.3,514.64,727.49,68.265,43.759,548.49,10257,86.959
8050,561.97,515.09,731.06,68.558,39.595,528.04,10262,89.972
8051,561.79,515.4,733.25,68,40.792,540.09,10263,90.131
8052,561.81,515.71,732.29,68.119,42.759,556.42,10260,86.484
8053,561.87,516.02,732.43,68.879,41.462,542.78,10261,86.484
8054,562.21,516.12,732.57,68.366,42.66,551.5,10263,86.484
8055,562.97,516.2,733.12,67.661,41.407,542.62,10261,86.325
8056,563.99,516.28,733.39,67.789,40.133,551.66,10261,90.131
8057,565,516.29,733.67,68.082,41.583,576.08,10258,93.936
8058,566.19,516.24,735.59,68.375,44.681,580.21,10255,97.901
8059,567.95,516.19,736,68.54,46.274,589.24,10256,102.02
8060,569.79,516.23,735.18,67.744,44.044,582.42,10260,102.02
8061,570.64,516.34,734.49,67.634,43.726,590.35,10259,102.18
8062,573.23,516.56,735.32,68.375,43.901,576.24,10257,102.5
8063,576.27,516.77,735.59,67.991,44.506,587.97,10257,102.5
8064,577.41,516.94,734.08,67.396,46.296,597.01,10251,102.5
8065,578.31,517.06,732.57,66.938,43.099,587.66,10244,102.18
8066,578.5,517,732.43,66.965,42.825,589.08,10244,102.18
8067,578.3,516.82,734.49,67.322,43.824,568.63,10242,102.18
8068,577.87,516.46,732.29,67.615,46.439,590.04,10231,102.02
8069,577.5,516.18,729.14,67.963,42.319,573.23,10222,102.5
8070,577.3,515.95,730.1,68.082,41.836,577.67,10218,106.15
8071,577.51,515.63,732.71,67.606,46.835,595.11,10223,105.83
8072,577.96,515.43,734.49,67.396,43.594,557.05,10230,102.5
8073,578.47,515.27,732.98,67.954,45.033,580.52,10234,102.66
8074,579.28,515.14,732.29,68.101,44.758,572.44,10237,104.24
8075,580.06,515.1,732.43,67.716,44.648,571.32,10232,105.99
8076,580.91,515.1,731.2,66.856,41.528,549.92,10227,106.15
8077,582.04,515.21,731.2,67.359,45.461,594.79,10218,106.31
8078,582.98,515.34,731.61,67.789,42.012,589.72,10209,106.46
8079,583.33,515.46,731.74,67.396,41.44,582.9,10205,106.62
8080,584.56,515.7,732.71,68.265,40.078,562.13,10183,106.46
8081,586.07,515.91,733.94,68.119,39.606,526.61,10174,106.46
8082,586.89,516.15,733.39,67.35,41.462,544.84,10183,106.62
8083,587.84,516.5,733.94,66.773,43.297,548.97,10195,106.62
8084,588.36,516.75,736.14,67.066,41.265,532.63,10208,106.62
8085,588.75,516.94,735.04,66.791,39.188,520.9,10208,106.62
8086,589.24,517.26,735.32,66.764,39.683,528.99,10212,106.62
8087,589.52,517.52,736.96,67.67,41.858,546.91,10219,107.1
8088,589.71,517.76,738.2,67.579,38.331,508.06,10212,110.74
8089,589.83,518.07,741.08,68,39.21,508.37,10191,108.84
8090,589.83,518.24,742.18,68.247,39.924,525.97,10183,103.29
8091,589.72,518.35,739.98,67.927,40.748,527.56,10197,99.645
8092,589.51,518.42,736.55,67.963,40.243,519.31,10211,96.315
8093,589.4,518.37,735.32,68.494,38.364,521.38,10217,96.315
8094,589.3,518.26,736.28,68.256,38.628,520.42,10224,91.241
8095,589.13,518.1,736.28,68.22,38.815,513.45,10230,86.008
8096,589.07,517.93,736.83,68.641,40.177,538.98,10234,86.325
8097,588.98,517.71,737.65,68,40.496,541.04,10239,86.484
8098,588.89,517.44,736.41,67.515,39.353,515.35,10239,86.959
8099,588.88,517.31,736.69,68.339,40.276,528.51,10233,87.118
